event_type,event_type_name,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
3,Seminar,190,1,0,0,1,0,1,0,11,4,0,1,0,497,2349,0,0,3981,6827
2,Hackathon,172,4,2000,1,1,1,0,1,13,4,4,1,21603,734,0,3667,2486,9137,37627
1,Technical,22,2,7000,1,1,0,0,1,2,1,4,5,1227,1332,0,0,2603,8950,14112
2,Hackathon,103,4,0,1,0,0,0,0,8,2,1,0,9163,0,0,0,0,9962,19125
3,Seminar,261,1,0,1,1,0,0,0,20,4,2,5,5496,11995,0,0,0,4321,21812
2,Hackathon,86,5,2000,1,1,0,1,1,4,1,2,1,7922,580,1229,0,4273,10575,24579
2,Hackathon,40,7,2000,1,0,1,1,1,2,1,3,0,9636,0,629,968,1871,8679,21783
0,Non-Technical,100,2,0,1,1,0,1,0,5,2,1,3,1686,1511,1316,0,0,8275,12788
1,Technical,77,2,0,1,0,1,1,0,4,2,1,0,1485,0,1034,5153,0,10253,17925
0,Non-Technical,48,2,0,1,1,0,1,0,3,1,3,4,1878,1024,705,0,0,9303,12910
1,Technical,107,4,0,1,1,0,1,0,8,3,4,1,4976,816,1531,0,0,6447,13770
4,Workshop,30,2,0,1,1,0,0,0,2,1,1,5,613,1627,0,0,0,6903,9143
1,Technical,83,4,0,1,0,0,1,0,3,2,4,0,9024,0,949,0,0,7195,17168
1,Technical,43,2,0,1,1,1,1,0,2,1,1,4,518,2370,680,2988,0,11801,18357
1,Technical,200,3,0,0,1,1,1,0,10,4,0,1,0,568,2797,2685,0,6844,12894
1,Technical,172,4,3000,0,1,1,1,1,17,3,0,4,0,2984,1795,13969,1926,9855,30529
0,Non-Technical,231,4,5000,1,0,0,0,1,10,5,2,0,16766,0,0,0,2308,10891,29965
0,Non-Technical,182,1,0,1,1,1,1,0,9,3,2,5,3848,10613,1982,8774,0,4466,29683
2,Hackathon,199,7,5000,1,1,0,1,1,9,4,1,1,44614,7225,2189,0,5692,4500,64220
0,Non-Technical,121,3,0,1,1,1,1,0,12,3,4,1,6034,1023,1687,5935,0,9610,24289
0,Non-Technical,20,1,15000,1,0,0,1,1,2,1,3,0,930,0,281,0,2038,6328,9577
2,Hackathon,117,8,20000,1,0,1,0,1,6,2,4,0,13040,0,0,5139,2056,9487,29722
2,Hackathon,104,7,20000,1,0,0,0,1,5,1,4,0,9659,0,0,0,4131,9265,23055
1,Technical,164,1,1000,1,1,0,1,1,9,4,1,2,2471,1644,2104,0,4826,10674,21719
1,Technical,78,3,1000,1,1,0,1,0,3,2,4,5,4576,3970,925,0,0,10899,20370
0,Non-Technical,68,4,3000,1,0,0,1,1,4,1,2,0,2112,0,1100,0,5313,7464,15989
3,Seminar,67,1,0,1,0,1,1,0,2,2,2,0,1449,0,1030,1468,0,7848,11795
0,Non-Technical,133,1,2000,1,1,1,1,1,13,2,2,3,4299,4848,2031,7137,1682,7612,27609
4,Workshop,27,5,0,0,0,1,1,0,2,1,0,0,0,0,345,1702,0,6242,8289
2,Hackathon,119,6,0,1,0,1,0,0,7,3,2,0,11446,0,0,5672,0,7167,24285
0,Non-Technical,138,2,1000,1,0,1,1,1,7,4,3,0,4155,0,1387,1704,1675,6445,15366
2,Hackathon,147,6,3000,1,1,1,1,1,14,4,2,2,15201,4119,1367,11431,1571,3465,37154
3,Seminar,114,3,0,1,1,1,1,0,6,2,4,4,5188,4974,1690,8992,0,5351,26195
4,Workshop,32,5,0,1,0,0,1,0,3,1,4,0,1658,0,477,0,0,4917,7052
4,Workshop,83,4,0,1,0,0,1,0,3,2,1,0,6393,0,1251,0,0,12593,20237
1,Technical,128,2,20000,1,0,0,1,0,7,2,3,0,3973,0,1787,0,0,5981,11741
4,Workshop,79,5,0,1,1,1,1,0,5,1,4,4,7715,3274,856,4567,0,8197,24609
4,Workshop,74,5,0,1,0,1,0,0,2,2,4,0,3883,0,0,1475,0,9997,15355
2,Hackathon,139,6,15000,1,0,1,1,1,6,2,2,0,3009,0,1244,7958,1377,15768,29356
3,Seminar,290,1,0,1,1,0,1,0,29,5,4,5,11112,12107,3354,0,0,4948,31521
3,Seminar,88,1,0,1,1,0,1,0,4,1,1,4,2205,3397,1013,0,0,7624,14239
0,Non-Technical,43,4,10000,1,0,0,0,0,2,1,2,0,3774,0,0,0,0,5041,8815
2,Hackathon,178,7,0,1,0,0,0,0,12,3,3,0,25857,0,0,0,0,12504,38361
4,Workshop,92,4,0,0,1,0,0,0,6,2,0,4,0,4216,0,0,0,8829,13045
4,Workshop,56,2,0,1,0,0,1,0,2,1,4,0,2808,0,709,0,0,3456,6973
4,Workshop,83,3,0,1,0,1,1,0,5,1,3,0,3210,0,1196,4475,0,7254,16135
1,Technical,86,1,2000,0,1,1,1,1,5,1,0,2,0,3407,1024,1325,2548,7838,16142
3,Seminar,242,3,0,1,0,0,1,0,17,4,2,0,8071,0,2565,0,0,13741,24377
1,Technical,180,3,2000,1,0,1,1,1,9,5,1,0,3128,0,1784,2832,2190,10301,20235
2,Hackathon,145,6,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,8358,8358
4,Workshop,74,5,0,1,1,1,1,0,6,2,4,4,8856,1926,857,1402,0,9087,22128
3,Seminar,110,3,0,1,0,1,0,0,6,2,3,0,3646,0,0,8506,0,8860,21012
0,Non-Technical,68,4,0,1,1,1,1,0,2,1,1,4,4965,3107,1009,4193,0,8951,22225
3,Seminar,94,1,0,1,1,1,0,0,4,2,4,4,4443,4566,0,2672,0,8381,20062
3,Seminar,229,1,0,1,1,0,1,0,12,6,3,1,6435,559,2891,0,0,4305,14190
0,Non-Technical,224,3,3000,1,0,1,0,1,9,4,4,0,11654,0,0,11008,1594,4564,28820
1,Technical,39,2,0,1,1,0,1,0,2,1,2,1,1283,1330,386,0,0,5984,8983
0,Non-Technical,62,4,0,1,1,0,1,0,2,1,2,5,6705,3265,902,0,0,4551,15423
0,Non-Technical,89,4,5000,1,1,1,0,1,4,1,1,5,6577,5317,0,1393,2296,7750,23333
0,Non-Technical,75,2,5000,1,0,1,0,1,5,1,4,0,3353,0,0,2106,1651,7099,14209
3,Seminar,215,1,0,1,0,0,0,0,19,3,1,0,3620,0,0,0,0,7085,10705
3,Seminar,288,3,0,1,1,1,0,0,15,6,4,4,13242,12183,0,21830,0,5373,52628
3,Seminar,287,1,0,0,1,1,1,0,16,5,0,1,0,1803,2664,5512,0,7324,17303
2,Hackathon,110,4,20000,1,0,0,0,1,7,2,2,0,9646,0,0,0,3747,10744,24137
2,Hackathon,107,6,5000,1,0,1,1,0,6,2,4,0,19037,0,1172,1681,0,8388,30278
4,Workshop,63,4,0,1,1,0,1,0,4,2,2,4,5215,3083,825,0,0,5723,14846
0,Non-Technical,243,4,5000,0,1,0,0,1,14,5,0,4,0,9225,0,0,2161,10393,21779
0,Non-Technical,37,4,15000,1,0,0,1,1,3,1,3,0,3550,0,629,0,1523,5661,11363
3,Seminar,88,3,0,1,1,1,0,0,6,2,2,5,2326,4102,0,1323,0,3511,11262
3,Seminar,203,3,0,1,0,0,1,0,13,4,4,0,8221,0,2878,0,0,6919,18018
0,Non-Technical,74,3,0,1,0,1,1,0,3,2,4,0,3260,0,1112,4686,0,8170,17228
1,Technical,105,3,20000,0,1,0,0,1,5,3,0,5,0,5899,0,0,1897,4399,12195
3,Seminar,208,3,0,1,0,0,0,0,10,4,1,0,2553,0,0,0,0,8722,11275
1,Technical,18,1,0,1,1,1,1,0,2,1,2,2,359,1245,268,928,0,4149,6949
1,Technical,144,2,0,1,1,1,1,0,5,2,1,1,2194,999,1382,11482,0,10320,26377
1,Technical,145,4,7000,1,0,0,0,1,9,3,2,0,12627,0,0,0,3898,7094,23619
3,Seminar,240,3,0,1,1,0,1,0,17,5,4,5,10270,10835,3056,0,0,12585,36746
2,Hackathon,159,4,20000,1,1,0,0,0,8,2,3,4,14862,3407,0,0,0,7407,25676
2,Hackathon,45,7,0,1,0,1,0,0,4,1,1,0,3521,0,0,4015,0,9739,17275
0,Non-Technical,177,4,5000,0,1,1,1,1,7,4,0,3,0,4035,2370,13367,1918,5592,27282
4,Workshop,65,4,0,1,0,1,0,0,3,1,1,0,454,0,0,1509,0,8667,10630
0,Non-Technical,24,1,20000,1,0,0,1,0,2,1,3,0,1074,0,422,0,0,3951,5447
0,Non-Technical,223,1,0,1,1,0,1,0,14,3,2,4,4257,7640,2372,0,0,8513,22782
1,Technical,156,1,0,1,1,0,1,0,11,2,1,4,1812,7661,2343,0,0,7158,18974
1,Technical,157,1,1000,1,1,0,1,1,15,5,2,2,4497,2178,1595,0,1496,4501,14267
1,Technical,65,3,10000,1,1,0,1,1,4,2,4,2,3535,3031,834,0,1776,7600,16776
4,Workshop,83,3,0,1,0,1,1,0,5,2,1,0,1536,0,989,3909,0,4715,11149
1,Technical,125,1,0,1,0,0,0,0,9,2,2,0,3360,0,0,0,0,10410,13770
2,Hackathon,111,5,10000,1,1,0,1,1,10,2,2,3,9514,4384,1034,0,1581,7767,24280
1,Technical,180,4,20000,1,1,1,1,1,8,3,4,5,17190,7812,1960,9486,4439,6123,47010
2,Hackathon,184,8,2000,1,1,0,0,0,18,5,2,2,29916,7783,0,0,0,11738,49437
3,Seminar,156,3,0,1,1,0,0,0,12,2,3,2,5822,1751,0,0,0,4592,12165
2,Hackathon,83,4,10000,1,0,1,1,1,3,2,1,0,821,0,1239,4516,2576,6355,15507
2,Hackathon,39,4,2000,1,1,0,1,1,2,1,1,4,782,2243,569,0,2164,2358,8116
1,Technical,121,1,15000,1,0,0,1,0,8,3,1,0,2407,0,1425,0,0,3010,6842
2,Hackathon,136,7,15000,1,0,0,1,1,10,2,1,0,7557,0,2085,0,2450,7229,19321
3,Seminar,201,3,0,1,1,1,0,0,8,6,2,5,4110,9798,0,15822,0,7033,36763
2,Hackathon,193,7,7000,0,1,0,0,1,8,4,0,1,0,1063,0,0,1507,4721,7291
4,Workshop,42,5,0,1,1,0,0,0,2,1,3,5,4036,2007,0,0,0,8690,14733
4,Workshop,98,2,0,1,1,0,1,0,4,2,1,3,904,3498,1241,0,0,8036,13679
4,Workshop,52,3,0,1,0,0,1,0,3,1,1,0,384,0,482,0,0,6104,6970
0,Non-Technical,141,2,15000,1,1,1,0,1,9,2,3,1,5411,393,0,3350,2816,13423,25393
2,Hackathon,83,5,0,1,1,0,0,0,6,2,4,2,7913,1039,0,0,0,5232,14184
4,Workshop,40,3,0,0,1,0,1,0,2,1,0,4,0,1186,660,0,0,7901,9747
0,Non-Technical,204,3,3000,1,1,1,0,1,18,4,2,3,5264,9802,0,15005,4302,5746,40119
2,Hackathon,103,5,0,1,1,0,1,0,7,2,3,5,12137,4355,1605,0,0,11062,29159
2,Hackathon,153,8,0,1,0,1,1,0,8,4,4,0,13532,0,1535,11183,0,8669,34919
3,Seminar,289,3,0,1,0,0,1,0,11,5,2,0,6308,0,3570,0,0,10122,20000
1,Technical,23,3,1000,1,1,0,0,1,2,1,4,2,1373,760,0,0,1837,4436,8406
1,Technical,86,3,1000,1,0,0,1,1,6,1,4,0,3871,0,1053,0,3737,5826,14487
4,Workshop,84,4,0,1,1,0,1,0,6,1,1,2,6187,1348,843,0,0,5006,13384
3,Seminar,293,2,0,1,1,0,0,0,20,6,1,1,4725,1961,0,0,0,11065,17751
3,Seminar,187,1,0,1,1,1,1,0,9,4,2,2,5301,2922,2585,3043,0,15878,29729
3,Seminar,238,3,0,1,1,0,0,0,11,4,2,1,6778,1921,0,0,0,3858,12557
0,Non-Technical,53,1,0,1,0,0,1,0,2,1,1,0,1237,0,913,0,0,6275,8425
3,Seminar,215,3,0,1,0,0,0,0,17,4,4,0,10135,0,0,0,0,5321,15456
4,Workshop,23,4,0,1,1,1,1,0,2,1,2,4,1969,981,343,1236,0,4257,8786
0,Non-Technical,28,3,20000,1,1,0,0,1,2,1,1,1,501,1280,0,0,4111,8615,14507
0,Non-Technical,167,2,20000,0,1,1,1,1,13,2,0,5,0,9348,1587,3550,3971,14111,32567
2,Hackathon,95,7,0,1,0,0,1,0,9,2,4,0,7658,0,1381,0,0,4051,13090
2,Hackathon,92,4,15000,1,1,0,1,1,6,2,3,1,2724,780,989,0,2120,6617,13230
1,Technical,29,4,0,1,1,0,1,0,2,1,3,4,874,1842,465,0,0,13067,16248
0,Non-Technical,104,4,0,1,0,1,1,0,8,2,3,0,4413,0,1195,2113,0,9299,17020
3,Seminar,141,3,0,1,1,0,1,0,8,4,1,1,2028,1564,1325,0,0,13801,18718
4,Workshop,94,5,0,1,1,0,0,0,9,2,4,4,8448,5375,0,0,0,7537,21360
3,Seminar,50,2,0,1,1,1,0,0,2,1,4,4,2780,2672,0,1543,0,6123,13118
4,Workshop,97,2,0,1,0,0,0,0,5,2,1,0,948,0,0,0,0,4579,5527
4,Workshop,85,2,0,1,1,0,1,0,4,1,2,1,1959,384,1113,0,0,8873,12329
0,Non-Technical,116,3,0,1,1,1,1,0,9,2,4,1,6471,626,1080,2604,0,5952,16733
0,Non-Technical,150,3,0,1,0,0,1,0,8,3,1,0,3207,0,1592,0,0,10789,15588
0,Non-Technical,105,3,1000,1,1,1,1,1,9,2,3,4,3363,5277,1062,2626,4476,6997,23801
3,Seminar,70,3,0,1,1,0,0,0,3,1,4,4,3039,3011,0,0,0,5637,11687
4,Workshop,74,3,0,1,1,0,1,0,7,1,1,1,740,735,1129,0,0,3512,6116
4,Workshop,59,2,0,1,0,1,1,0,3,1,4,0,2409,0,870,3782,0,3206,10267
0,Non-Technical,211,3,3000,1,0,0,1,1,14,6,2,0,4767,0,3206,0,3822,8861,20656
1,Technical,190,3,0,1,1,0,1,0,14,3,3,3,6714,5845,2106,0,0,8250,22915
1,Technical,103,1,0,1,1,1,1,0,5,2,3,1,4013,1107,1414,1705,0,11147,19386
0,Non-Technical,179,4,10000,1,1,0,0,1,8,4,1,4,15900,6935,0,0,1759,9539,34133
4,Workshop,34,3,0,1,0,1,1,0,2,1,4,0,1821,0,506,904,0,9842,13073
2,Hackathon,127,6,7000,1,0,0,1,1,6,3,4,0,5619,0,1455,0,1475,6230,14779
3,Seminar,96,1,0,0,0,0,1,0,3,1,0,0,0,0,1338,0,0,7855,9193
4,Workshop,69,4,0,1,1,0,0,0,4,1,1,5,639,3527,0,0,0,4872,9038
0,Non-Technical,211,3,3000,1,1,1,0,1,8,3,4,3,10475,7282,0,2767,1997,11328,33849
4,Workshop,96,2,0,1,0,0,0,0,5,1,2,0,1964,0,0,0,0,8590,10554
1,Technical,93,1,15000,1,1,0,1,1,7,2,3,3,3484,5106,1123,0,1756,10099,21568
1,Technical,90,3,0,1,0,0,1,0,6,1,2,0,2416,0,947,0,0,7207,10570
2,Hackathon,108,8,20000,1,0,1,0,1,9,2,2,0,4004,0,0,2145,4130,7362,17641
4,Workshop,40,4,0,0,1,0,1,0,2,1,0,2,0,631,504,0,0,10025,11160
0,Non-Technical,223,1,0,1,1,0,1,0,13,6,3,1,8775,883,2666,0,0,9495,21819
4,Workshop,61,2,0,0,0,1,1,0,4,1,0,0,0,0,540,5004,0,7312,12856
1,Technical,118,3,20000,1,1,1,0,1,7,2,4,3,6216,5449,0,1846,2147,5075,20733
1,Technical,140,3,3000,1,0,0,1,1,12,3,3,0,4034,0,1528,0,3606,12720,21888
2,Hackathon,122,7,0,1,1,0,1,0,7,3,3,4,23222,5055,1975,0,0,7072,37324
2,Hackathon,87,7,1000,1,0,0,1,1,6,2,1,0,17337,0,1215,0,4731,10123,33406
2,Hackathon,134,4,7000,1,1,1,1,1,6,3,3,5,4968,6450,1692,3169,4658,8131,29068
3,Seminar,254,2,0,1,1,0,1,0,25,7,2,1,7591,859,2633,0,0,16372,27455
4,Workshop,34,5,0,1,0,0,1,0,2,1,1,0,490,0,404,0,0,6905,7799
4,Workshop,35,2,0,1,1,0,1,0,2,1,4,2,1369,765,575,0,0,5314,8023
4,Workshop,52,3,0,1,1,0,1,0,2,1,1,3,786,825,613,0,0,9668,11892
2,Hackathon,52,7,1000,0,0,1,0,1,2,1,0,0,0,0,0,3115,4207,3730,11052
4,Workshop,75,4,0,1,0,1,0,0,7,1,3,0,3203,0,0,1565,0,9312,14080
0,Non-Technical,58,1,0,0,1,1,1,0,4,1,0,5,0,3342,781,1602,0,6759,12484
1,Technical,193,1,0,1,0,0,1,0,9,6,1,0,2691,0,2017,0,0,11375,16083
1,Technical,132,1,1000,1,1,0,1,1,9,2,4,2,6685,2238,1623,0,2156,6622,19324
3,Seminar,61,2,0,1,0,0,0,0,2,1,4,0,3031,0,0,0,0,6838,9869
4,Workshop,94,3,0,1,1,0,0,0,7,1,4,5,5569,4251,0,0,0,6890,16710
0,Non-Technical,185,1,7000,1,0,0,0,1,15,4,1,0,1227,0,0,0,1626,11071,13924
4,Workshop,100,4,0,1,0,0,1,0,4,1,4,0,5572,0,1473,0,0,4479,11524
4,Workshop,86,5,0,0,1,1,1,0,4,2,0,4,0,3694,971,6411,0,5654,16730
4,Workshop,30,4,0,1,1,0,1,0,2,1,2,1,722,684,356,0,0,5561,7323
0,Non-Technical,123,3,5000,1,0,1,1,0,5,4,3,0,3698,0,1514,2145,0,2684,10041
4,Workshop,79,4,0,1,0,1,0,0,7,2,1,0,6910,0,0,1457,0,9707,18074
4,Workshop,98,5,0,1,0,0,0,0,4,2,4,0,10547,0,0,0,0,8139,18686
4,Workshop,89,4,0,1,1,1,1,0,3,2,2,5,7761,4188,894,2330,0,7673,22846
3,Seminar,169,3,0,0,1,0,0,0,16,4,0,4,0,6020,0,0,0,6311,12331
4,Workshop,40,2,0,0,1,1,0,0,2,1,0,2,0,964,0,2350,0,5680,8994
3,Seminar,256,3,0,1,1,0,1,0,10,8,4,1,12522,921,3652,0,0,7388,24483
1,Technical,101,4,3000,1,0,0,1,1,7,1,4,0,10710,0,1126,0,3744,11653,27233
0,Non-Technical,91,2,0,1,0,1,0,0,7,1,3,0,3246,0,0,5744,0,2189,11179
4,Workshop,77,3,0,1,0,0,1,0,7,1,4,0,2984,0,1133,0,0,9033,13150
2,Hackathon,136,5,0,1,0,0,1,0,5,3,2,0,10443,0,1728,0,0,3452,15623
4,Workshop,53,3,0,1,0,0,1,0,3,1,2,0,1388,0,922,0,0,6023,8333
2,Hackathon,74,7,0,1,1,0,0,0,4,1,3,2,14604,2324,0,0,0,10113,27041
1,Technical,173,4,2000,1,1,0,1,1,6,5,1,3,12110,7831,2553,0,1698,9184,33376
3,Seminar,92,2,0,1,1,0,1,0,3,2,3,4,2736,4887,1088,0,0,9875,18586
1,Technical,147,2,7000,1,0,0,0,1,6,3,4,0,8219,0,0,0,3118,4012,15349
0,Non-Technical,123,3,0,1,1,0,1,0,8,2,4,3,6107,1597,1544,0,0,8524,17772
4,Workshop,39,2,0,1,0,1,1,0,2,1,3,0,1492,0,464,2898,0,5835,10689
0,Non-Technical,177,3,1000,0,1,0,1,1,8,4,0,1,0,6036,2174,0,4741,5436,18387
4,Workshop,51,3,0,1,1,0,1,0,3,1,4,4,2250,2224,649,0,0,7382,12505
0,Non-Technical,189,1,0,1,1,0,0,0,10,3,3,4,6538,7823,0,0,0,5789,20150
4,Workshop,97,4,0,1,1,0,1,0,5,1,2,1,10810,1648,940,0,0,9537,22935
0,Non-Technical,210,3,0,1,1,0,1,0,8,6,3,3,8904,2495,2340,0,0,10062,23801
3,Seminar,115,1,0,1,0,1,1,0,11,1,2,0,2939,0,1568,2193,0,7180,13880
2,Hackathon,122,4,3000,1,1,1,1,1,7,2,2,3,8975,4994,1851,3268,2402,16730,38220
2,Hackathon,82,5,0,0,0,1,1,0,3,1,0,0,0,0,1052,2233,0,8916,12201
4,Workshop,97,3,0,1,1,0,1,0,8,2,3,3,3804,1495,1288,0,0,9118,15705
1,Technical,171,4,0,1,1,0,1,0,9,4,1,1,9344,6443,1791,0,0,8892,26470
1,Technical,121,3,0,1,1,0,0,0,5,3,2,3,3196,5991,0,0,0,8281,17468
0,Non-Technical,242,3,0,0,1,0,1,0,12,5,0,5,0,11820,2606,0,0,9844,24270
4,Workshop,22,2,0,1,1,0,0,0,2,1,1,2,427,448,0,0,0,8336,9211
2,Hackathon,180,6,2000,1,0,0,1,0,8,3,4,0,15142,0,1987,0,0,6569,23698
2,Hackathon,114,4,0,1,1,0,0,0,5,2,1,4,8181,6011,0,0,0,12715,26907
3,Seminar,78,1,0,1,0,0,1,0,6,2,1,0,931,0,1176,0,0,6257,8364
1,Technical,15,3,0,1,0,0,1,0,2,1,4,0,884,0,228,0,0,8880,9992
2,Hackathon,108,4,7000,1,0,0,1,1,9,2,1,0,1573,0,1672,0,1507,6546,11298
0,Non-Technical,96,4,0,1,1,1,1,0,5,2,2,1,7196,827,1073,2258,0,6515,17869
2,Hackathon,139,7,7000,1,0,1,1,1,12,2,1,0,12933,0,2099,10248,2298,12811,40389
2,Hackathon,136,7,0,1,0,1,1,0,8,3,2,0,11561,0,1373,8262,0,6613,27809
0,Non-Technical,39,3,0,1,1,0,0,0,2,1,4,1,2174,745,0,0,0,7044,9963
1,Technical,46,1,2000,1,1,1,1,1,2,1,4,5,2150,2030,768,2848,1639,8413,17848
4,Workshop,45,2,0,1,1,0,1,0,2,1,4,2,1876,2023,586,0,0,8801,13286
4,Workshop,96,5,0,1,0,1,1,0,3,1,1,0,1538,0,1392,5167,0,8643,16740
0,Non-Technical,46,1,0,1,1,0,1,0,4,1,2,1,1250,1780,682,0,0,5436,9148
4,Workshop,61,4,0,1,1,0,0,0,4,1,4,1,3211,1172,0,0,0,7852,12235
4,Workshop,32,3,0,1,1,0,0,0,2,1,4,4,1694,746,0,0,0,9094,11534
1,Technical,79,4,5000,1,0,1,1,0,3,2,2,0,7526,0,1036,1740,0,6093,16395
0,Non-Technical,44,3,10000,1,1,0,1,1,2,1,1,2,394,400,653,0,1853,9743,13043
1,Technical,32,3,10000,1,1,0,1,1,3,1,2,3,1173,943,503,0,2445,9049,14113
4,Workshop,61,3,0,1,0,0,1,0,6,1,2,0,1758,0,722,0,0,6909,9389
1,Technical,144,1,0,1,1,0,1,0,6,2,1,2,1015,1958,1799,0,0,5911,10683
3,Seminar,210,1,0,0,0,1,1,0,17,4,0,0,0,0,2117,4090,0,10454,16661
4,Workshop,54,2,0,1,1,1,0,0,2,1,4,1,2749,945,0,3298,0,8839,15831
3,Seminar,272,1,0,0,1,1,1,0,11,5,0,4,0,10452,3020,16671,0,13371,43514
4,Workshop,78,2,0,1,0,1,1,0,3,1,2,0,1861,0,793,5862,0,4272,12788
2,Hackathon,94,8,1000,0,1,0,1,1,7,1,0,2,0,930,1508,0,4235,8927,15600
3,Seminar,299,2,0,1,0,0,0,0,13,5,4,0,12058,0,0,0,0,2681,14739
3,Seminar,59,1,0,1,1,0,1,0,2,1,3,1,1940,391,938,0,0,5945,9214
1,Technical,180,1,5000,1,1,0,1,0,10,5,3,5,8726,10015,2426,0,0,6048,27215
3,Seminar,81,3,0,1,1,1,1,0,4,2,3,3,3587,4288,1277,4139,0,5883,19174
0,Non-Technical,22,4,7000,1,0,1,1,1,2,1,3,0,917,0,411,1788,1665,12853,17634
0,Non-Technical,56,1,5000,1,0,0,1,1,4,1,3,0,1934,0,824,0,1950,7140,11848
3,Seminar,114,2,0,1,0,0,1,0,8,2,2,0,2857,0,1285,0,0,6407,10549
1,Technical,100,2,0,1,1,0,1,0,9,2,4,4,5382,3535,1202,0,0,6733,16852
2,Hackathon,161,4,0,1,1,0,1,0,7,4,4,1,18870,6431,1919,0,0,10792,38012
4,Workshop,62,3,0,1,1,0,1,0,3,2,3,3,2190,2740,842,0,0,6860,12632
1,Technical,99,1,0,1,0,1,1,0,3,2,1,0,905,0,1556,6699,0,3063,12223
1,Technical,151,1,1000,1,1,1,1,1,10,3,2,5,4905,8924,2241,2152,1574,13192,32988
4,Workshop,73,2,0,1,1,0,1,0,3,1,3,1,2195,307,1007,0,0,6812,10321
4,Workshop,72,3,0,1,1,0,1,0,4,1,4,5,3652,3993,1088,0,0,3307,12040
3,Seminar,90,1,0,1,0,1,1,0,3,1,3,0,3557,0,1127,1952,0,6536,13172
3,Seminar,76,1,0,1,1,1,1,0,4,2,3,1,2513,671,1085,1754,0,3681,9704
4,Workshop,41,5,0,1,1,0,0,0,2,1,3,5,4530,2379,0,0,0,4277,11186
1,Technical,172,4,20000,1,1,1,1,1,12,3,3,1,6295,822,2479,3400,3127,10784,26907
3,Seminar,77,2,0,1,0,0,1,0,3,1,3,0,3363,0,1213,0,0,10991,15567
0,Non-Technical,244,2,10000,1,1,0,1,1,11,4,3,1,6593,907,2313,0,3142,12066,25021
0,Non-Technical,217,4,20000,1,1,1,0,0,10,4,1,3,2534,2762,0,4688,0,8836,18820
4,Workshop,58,4,0,1,1,0,0,0,2,1,3,1,1689,797,0,0,0,4141,6627
0,Non-Technical,157,4,15000,1,1,1,0,1,15,3,1,1,2566,1207,0,2807,2310,7997,16887
4,Workshop,32,4,0,1,1,0,1,0,2,1,3,2,3270,1953,450,0,0,5652,11325
3,Seminar,237,3,0,1,0,0,0,0,10,4,3,0,9597,0,0,0,0,3920,13517
4,Workshop,88,4,0,0,0,1,1,0,4,2,0,0,0,0,971,2346,0,9438,12755
4,Workshop,69,3,0,1,1,0,1,0,4,1,1,5,1517,3765,726,0,0,4502,10510
1,Technical,99,4,0,1,1,0,1,0,7,2,2,2,7627,1624,1044,0,0,7199,17494
1,Technical,25,2,20000,1,1,0,0,1,2,1,2,4,724,1385,0,0,3682,6832,12623
3,Seminar,290,3,0,0,0,0,1,0,19,6,0,0,0,0,3570,0,0,8173,11743
4,Workshop,48,4,0,1,1,1,1,0,2,1,1,1,705,649,555,1325,0,9253,12487
1,Technical,127,3,20000,1,0,0,1,0,7,4,3,0,4329,0,1422,0,0,6596,12347
0,Non-Technical,135,2,5000,1,1,1,1,1,7,2,1,4,1925,2601,1688,7699,3413,8787,26113
4,Workshop,40,2,0,1,0,0,1,0,3,1,1,0,700,0,516,0,0,11165,12381
1,Technical,64,3,2000,1,0,0,0,1,4,1,4,0,2812,0,0,0,2714,6570,12096
4,Workshop,82,2,0,1,0,0,1,0,5,2,3,0,2982,0,988,0,0,6617,10587
0,Non-Technical,211,1,1000,0,0,0,1,1,14,4,0,0,0,0,2220,0,3550,5302,11072
2,Hackathon,133,7,20000,1,1,1,0,1,6,2,3,5,20049,6865,0,10386,1448,3133,41881
1,Technical,29,2,3000,1,0,1,1,1,2,1,2,0,740,0,534,2612,4496,2129,10511
0,Non-Technical,96,2,0,1,0,0,1,0,3,3,3,0,3079,0,1284,0,0,2996,7359
3,Seminar,289,1,0,1,0,0,1,0,19,5,1,0,4361,0,3011,0,0,8291,15663
4,Workshop,99,2,0,1,1,1,1,0,4,2,4,3,5621,4547,1654,5683,0,7073,24578
0,Non-Technical,156,3,0,1,0,0,1,0,13,3,3,0,5945,0,1489,0,0,11733,19167
2,Hackathon,144,5,0,1,1,0,1,0,11,3,4,5,16458,7600,1456,0,0,7893,33407
3,Seminar,275,2,0,1,1,0,0,0,17,6,2,3,7456,10422,0,0,0,8444,26322
4,Workshop,95,2,0,1,0,1,1,0,9,2,2,0,2961,0,1556,6306,0,6858,17681
3,Seminar,299,3,0,1,1,1,1,0,18,7,4,4,14000,12899,3226,5445,0,10346,45916
4,Workshop,77,4,0,1,0,0,1,0,4,1,3,0,6308,0,933,0,0,6545,13786
0,Non-Technical,68,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4201,4201
2,Hackathon,187,8,0,1,1,1,1,0,9,3,1,3,27323,3065,1626,12692,0,7346,52052
